model_name,subset_name,binning_strategy,bin_index,bin_lower,bin_upper,sample_count,mean_predicted_probability,actual_up_ratio,probability_actual_gap,ece,mce,ece_definition
xgb_depth3_v1,DENSE,equal_frequency,9,0.5778408050537109,0.8220841884613037,52474,0.6010707263783056,0.5789343293821703,0.022136396996135344,0.007932344431285578,0.022136396996135344,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,0,0.35992708802223206,0.44635650515556335,52475,0.4240998889055066,0.44095283468318247,-0.016852945777675876,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,1,0.4463566839694977,0.46544763445854187,52475,0.45680869532460655,0.46113387327298716,-0.00432517794838061,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,2,0.4654480814933777,0.47861284017562866,52475,0.47194872224143486,0.46818484992853737,0.003763872312897487,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,3,0.47861289978027344,0.4942101836204529,52475,0.48614925234132633,0.4895855169128156,-0.003436264571489267,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,4,0.494210422039032,0.5098145008087158,52474,0.5020497986024467,0.5039448107634257,-0.0018950121609789816,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,5,0.5098146200180054,0.5249302387237549,52475,0.5172317930367403,0.5143020485945689,0.0029297444421714225,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,6,0.5249302387237549,0.5414534211158752,52475,0.5329777374035861,0.5233539780848023,0.009623759318783787,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,7,0.5414540767669678,0.5563997626304626,52475,0.5490637345709308,0.5450214387803716,0.004042295790559258,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,8,0.5563997626304626,0.5770702958106995,52475,0.5659370575194248,0.5556931872320152,0.010243870287409584,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_frequency,9,0.5770702958106995,0.7153632044792175,52474,0.6008091115102348,0.5804970080420779,0.020312103468156817,0.007742491797689216,0.020312103468156817,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,0,0.3576345443725586,0.4408034682273865,52475,0.41964063551665604,0.44055264411624584,-0.020912008599589804,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,1,0.440803587436676,0.460402250289917,52475,0.4512746670480113,0.4588851834206765,-0.007610516372665244,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,2,0.4604024291038513,0.47682833671569824,52475,0.4686822681434953,0.46948070509766554,-0.0007984369541702563,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,3,0.47682881355285645,0.49356609582901,52475,0.48509479987104487,0.4879847546450691,-0.002889954774024206,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,4,0.49356645345687866,0.5102741122245789,52474,0.5020353717658244,0.5063841140374281,-0.004348742271603756,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,5,0.51027512550354,0.5261397957801819,52475,0.5181649968577544,0.5122058122915674,0.005959184566187048,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,6,0.5261397957801819,0.5430628657341003,52475,0.5344048511533297,0.5272606002858504,0.007144250867479274,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,7,0.5430631637573242,0.5611832141876221,52475,0.5521941382922463,0.5419723677941877,0.010221770498058613,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,8,0.5611832141876221,0.5845621824264526,52475,0.5714527563880659,0.5549880895664602,0.016464666821605745,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_frequency,9,0.5845628380775452,0.7255590558052063,52474,0.6072281414247002,0.5829553683729085,0.024272773051791652,0.01006221428507963,0.024272773051791652,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,0,0.35180744528770447,0.44515010714530945,52475,0.42138906119152614,0.44114340161981896,-0.019754340428292827,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,1,0.44515037536621094,0.4636179208755493,52475,0.4553549175026191,0.4588851834206765,-0.0035302659180574403,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,2,0.4636182188987732,0.47726449370384216,52475,0.4703743192784953,0.47064316341114815,-0.0002688441326528235,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,3,0.477265328168869,0.49362239241600037,52475,0.48524154477712367,0.48840400190566935,-0.0031624571285456815,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,4,0.49362385272979736,0.5096305012702942,52474,0.5016559720733396,0.5039448107634257,-0.0022888386900861146,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,5,0.5096306204795837,0.5251976251602173,52475,0.5172692541624035,0.51456884230586,0.002700411856543572,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,6,0.5251978635787964,0.5422875285148621,52475,0.5335773492529597,0.5249356836588852,0.008641665594074532,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,7,0.5422884225845337,0.5579614639282227,52475,0.5504135830451217,0.5437446403049071,0.006668942740214567,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,8,0.5579614639282227,0.5785703659057617,52475,0.5674109830499661,0.5547022391615055,0.01270874388846055,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_frequency,9,0.5785703659057617,0.7912328839302063,52474,0.6033549476002449,0.581697602622251,0.021657344977993875,0.008138170919309578,0.021657344977993875,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,0,0.3640402853488922,0.4479418396949768,52475,0.42469352351988765,0.44388756550738445,-0.0191940419874968,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,1,0.4479418992996216,0.46525973081588745,52475,0.45760542151415673,0.45720819437827537,0.0003972271358813617,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,2,0.46526047587394714,0.4787389636039734,52475,0.4719290421394123,0.46913768461171984,0.0027913575276924396,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,3,0.47873929142951965,0.49434614181518555,52475,0.48636458558829526,0.48962363030014294,-0.0032590447118476806,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,4,0.4943470060825348,0.5099185705184937,52474,0.5021991564816589,0.5029347867515341,-0.0007356302698752204,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,5,0.5099192261695862,0.5250507593154907,52475,0.5173701673215091,0.5147212958551691,0.0026488714663399637,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,6,0.5250508189201355,0.5414652824401855,52475,0.5330545228603285,0.5229728442115293,0.010081678648799164,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,7,0.5414654612541199,0.5564771890640259,52475,0.5492462263770647,0.5435731300619343,0.005673096315130355,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,8,0.5564773678779602,0.5762917995452881,52475,0.5652975690779429,0.5564935683658885,0.00880400071205445,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_frequency,9,0.5762929320335388,0.7533094882965088,52474,0.5992644367482635,0.5821168578724701,0.017147578875793323,0.007073245644142324,0.0191940419874968,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,0,0.33524298667907715,0.4454663395881653,4373,0.42056700490498583,0.4241939172193003,-0.0036269123143144455,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,1,0.44547075033187866,0.46689245104789734,4373,0.45690871988802895,0.44683283786874,0.01007588201928894,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,2,0.4668971300125122,0.4774990677833557,4373,0.4717409496323184,0.44706151383489595,0.024679435797422433,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,3,0.477499395608902,0.4927290678024292,4373,0.4846722266097759,0.47999085296135374,0.004681373648422138,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,4,0.49272966384887695,0.5093979239463806,4372,0.5011847763571953,0.5096065873741995,-0.008421811017004233,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,5,0.5094012022018433,0.5268089175224304,4373,0.517793314587244,0.5216098788017379,-0.003816564214493945,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,6,0.5268142223358154,0.5432929396629333,4373,0.5349821977312222,0.5325863251772238,0.002395872553998424,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,7,0.543294370174408,0.5576194524765015,4373,0.5498654853962336,0.553395838097416,-0.0035303527011824043,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,8,0.5576218962669373,0.5795770287513733,4373,0.5680914326306205,0.5742053510176081,-0.006113918386987605,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,9,0.5795800089836121,0.7433229684829712,4372,0.6025636256395516,0.6001829826166514,0.0023806430229001974,0.006972348423142441,0.024679435797422433,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,0,0.33320480585098267,0.4461689591407776,4373,0.42105136929974796,0.42510862108392405,-0.004057251784176097,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,1,0.4461716413497925,0.46651116013526917,4373,0.4569083100430567,0.4440887262748685,0.012819583768188203,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,2,0.4665117859840393,0.47739890217781067,4373,0.47163279185899193,0.44957694946261145,0.022055842396380476,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,3,0.4773992896080017,0.4927767217159271,4373,0.48467808397580087,0.4765607134690144,0.008117370506786459,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,4,0.49277907609939575,0.5095281600952148,4372,0.5012840807151598,0.5118938700823422,-0.010609789367182376,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,5,0.5095394849777222,0.5266138315200806,4373,0.5177692209804682,0.5197804710724903,-0.0020112500920220766,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,6,0.5266243815422058,0.5432475209236145,4373,0.5349598925227625,0.5312142693802882,0.003745623142474397,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,7,0.5432484745979309,0.5577660799026489,4373,0.5499703655410844,0.5591127372513149,-0.009142371710230579,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,8,0.5577660799026489,0.5790576338768005,4373,0.568018092447796,0.57466270294992,-0.006644610502123949,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_frequency,9,0.5790704488754272,0.7615569829940796,4372,0.6025158227144417,0.5976669716376944,0.004848851076747263,0.008405285350026936,0.022055842396380476,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,0,0.36159762740135193,0.4453197717666626,4373,0.4225958976311076,0.42213583352389666,0.0004600641072109446,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,1,0.4453348219394684,0.4646557569503784,4373,0.4558401632412549,0.4488909215641436,0.006949241677111306,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,2,0.4646592140197754,0.47798651456832886,4373,0.4712947784777558,0.45186370912417106,0.01943106935358474,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,3,0.47798705101013184,0.4935752749443054,4373,0.48541977526583824,0.47473130573976674,0.010688469526071498,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,4,0.4935833513736725,0.5097149014472961,4372,0.5017127373680976,0.5141811527904849,-0.012468415422387302,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,5,0.5097269415855408,0.5255000591278076,4373,0.517612775103222,0.5097187285616281,0.007894046541593869,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,6,0.5255014896392822,0.5426735281944275,4373,0.5338583123403149,0.5355591127372513,-0.0017008003969364305,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,7,0.5426822304725647,0.5572918057441711,4373,0.5502569807930612,0.5552252458266637,-0.004968265033602481,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,8,0.5572997331619263,0.5783903002738953,4373,0.5671613660743028,0.5739766750514521,-0.006815308977149326,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,9,0.578395664691925,0.688773512840271,4372,0.6022214258442422,0.6033851784080513,-0.0011637525638090729,0.007253963386444364,0.01943106935358474,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,0,0.3576345443725586,0.43951621651649475,4373,0.4181921853507762,0.41458952664075005,0.00360265871002613,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,1,0.43953245878219604,0.4594257175922394,4373,0.45010527015659213,0.44957694946261145,0.0005283206939806773,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,2,0.4594339430332184,0.4760052561759949,4373,0.46773736851182107,0.4548364966841985,0.012900871827622562,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,3,0.4760092496871948,0.4929053783416748,4373,0.4843451518803092,0.47884747313057396,0.005497678749735224,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,NONOVERLAP_OFFSET_00,equal_frequency,4,0.49290892481803894,0.5103039145469666,4372,0.5016353632999143,0.5153247941445562,-0.013689430844641914,0.0068892887774739155,0.013689430844641914,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
