model_name,subset_name,summary_type,fold_name,sample_count,positive_count,negative_count,positive_ratio,accuracy,balanced_accuracy,roc_auc,roc_auc_missing_reason,average_precision,pr_auc_lift_vs_positive_ratio,mcc,precision,recall,f1,specificity,negative_predictive_value,log_loss,brier_score,tn,fp,fn,tp,mean_predicted_probability,predicted_positive_ratio
xgboost_fixed_v1,DENSE,pooled,,524748.0,266712.0,258036.0,0.5082668252189623,0.5366747467355759,0.5356836562880808,0.5492648211986565,,0.5498197835364775,1.081754220924441,0.07188633453516939,0.5400881895974352,0.5956274933261345,0.5664998368550649,0.4757398192500271,0.5323209415070531,0.6895485331227232,0.2482025365512343,122758.0,135278.0,107851.0,158861.0,0.5106040334928508,0.5605338181374679
xgboost_fixed_v1,DENSE,fold_macro_mean,,104949.6,53342.4,51607.2,0.5082718470159795,0.5366730975135814,0.5358596689727266,0.5493703453366174,,0.5488952418954691,1.0798379889326717,0.07223825502245362,0.5406079703867703,0.595812977086808,0.5664403735808474,0.4759063608586452,0.5321564042113339,0.6895487894767971,0.24820266802364918,24551.6,27055.6,21570.2,31772.2,0.5106081088649609,0.5605574137608467
xgboost_fixed_v1,DENSE,fold_macro_std,,344.15592396470527,668.4828344841773,763.4298920005687,0.0066492123208257625,0.00992448547934059,0.0103284574636871,0.013612882625990676,,0.016783091391809946,0.025316206049188,0.020453824977164012,0.013300665109474264,0.023943186653109905,0.006297693823434589,0.03912285165431384,0.012410743792048944,0.0021211613497062343,0.0010534453764301619,1909.3795589143613,2181.59741932374,1493.451606179457,998.4341240162016,0.003442788368068334,0.030322844071962812
xgboost_fixed_v1,DENSE,best_fold_by_roc_auc,fold_2020,104663.0,54183.0,50480.0,0.5176901101630949,0.546468188376026,0.5454245616772158,0.564555399479249,,0.5766534721055995,1.113897022146953,0.09096843867809003,0.5604008131397629,0.57492202351291,0.5675685524278037,0.5159270998415214,0.5306870975629636,0.6868616047389247,0.24687283523069423,26044.0,24436.0,23032.0,31151.0,0.5071909424049333,0.5311045928360547
xgboost_fixed_v1,DENSE,worst_fold_by_roc_auc,fold_2021,104549.0,52981.0,51568.0,0.5067575969162785,0.5230083501516035,0.5215689103106838,0.5307575372136961,,0.5309131773122656,1.0476669329537014,0.04415281285538191,0.5245271122320303,0.6280742152847247,0.5716494446878141,0.4150636053366429,0.5206645746673478,0.6924006837716619,0.24962310641102045,21404.0,30164.0,19705.0,33276.0,0.5157671857324762,0.6067968129776469
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,pooled,,43728.0,22256.0,21472.0,0.508964507866813,0.5490989754848152,0.5480734075561331,0.5654169479222804,,0.5641560680401958,1.108438917292491,0.09678617949686959,0.5520222923411056,0.6052749820273184,0.5774234338498467,0.49087183308494786,0.5454075032341527,0.6864704693643817,0.24667902305083836,10540.0,10932.0,8785.0,13471.0,0.510710089465762,0.5580634833516283
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,fold_macro_mean,,8745.6,4451.2,4294.4,0.5089663569837134,0.5490932613955526,0.548390087300267,0.5658826492364858,,0.5633253641872431,1.1066915936318695,0.09742840982787226,0.5527294952633907,0.6055501420466507,0.5774438032154656,0.49123003255388314,0.5453555103379297,0.6864688678202807,0.24667824284199105,2108.0,2186.4,1757.0,2694.2,0.5107135550301661,0.5580858870358245
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,fold_macro_std,,29.013789824840188,71.69170105388768,74.00878326252905,0.008169742128438457,0.012160569604575285,0.012247615663274163,0.014697382410706039,,0.018270793656009917,0.025525726641972755,0.02419870688116057,0.017818344474298572,0.02180051199740321,0.0055685395870544874,0.04004157483841467,0.013083313228850582,0.0032192429739851813,0.001591421055346405,150.63034222891483,197.96540101745052,124.39252389110851,54.76951706926034,0.003497725455728788,0.028991476381642567
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,best_fold_by_roc_auc,fold_2020,8721.0,4520.0,4201.0,0.5182891870198372,0.559568856782479,0.5585797892621437,0.5845442404147347,,0.5918006808747902,1.141834897767488,0.11728110080904854,0.5735644637053088,0.5856194690265487,0.5795292829775588,0.5315401094977387,0.5438382854359474,0.6818370540721608,0.2443963182822179,2233.0,1968.0,1873.0,2647.0,0.5068674870805038,0.529182433207201
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,worst_fold_by_roc_auc,fold_2021,8712.0,4390.0,4322.0,0.5039026629935721,0.5308769513314968,0.5300948476776655,0.5474937518380822,,0.542531663975807,1.0766596484185034,0.06144017088337208,0.5289619575606959,0.6302961275626424,0.5752000831514397,0.42989356779268856,0.5337546681987935,0.6900809846007347,0.24846995176068803,1858.0,2464.0,1623.0,2767.0,0.5156443266384475,0.6004361799816346
