fold_name,feature_index,feature_name,coefficient,absolute_coefficient,coefficient_rank,coefficient_sign
fold_2024,3,log_return_5m,0.0004654802760246989,0.0004654802760246989,57,positive
fold_2024,4,log_return_10m,-0.005486341822158249,0.005486341822158249,38,negative
fold_2024,5,log_return_15m,0.014134742669687185,0.014134742669687185,24,positive
fold_2024,6,log_return_30m,0.006873044719966421,0.006873044719966421,33,positive
fold_2024,7,log_return_60m,0.028732879559619222,0.028732879559619222,13,positive
fold_2024,8,log_return_120m,-0.03057831966284801,0.03057831966284801,9,negative
fold_2024,9,momentum_acceleration_5_30,-0.0024080032254588627,0.0024080032254588627,45,negative
fold_2024,10,momentum_acceleration_15_60,0.0002222902458246191,0.0002222902458246191,61,positive
fold_2024,11,efficiency_ratio_15m,0.001988605454539572,0.001988605454539572,47,positive
fold_2024,12,efficiency_ratio_60m,-0.00031806107061017,0.00031806107061017,60,negative
fold_2024,13,up_candle_ratio_15m,-0.010578142813816577,0.010578142813816577,27,negative
fold_2024,14,realized_volatility_5m,-3.332324562431842e-05,3.332324562431842e-05,62,negative
fold_2024,15,realized_volatility_15m,0.029377534685153448,0.029377534685153448,12,positive
fold_2024,16,realized_volatility_30m,0.00534530932557236,0.00534530932557236,40,positive
fold_2024,17,realized_volatility_60m,-0.00671458322525158,0.00671458322525158,34,negative
fold_2024,18,realized_volatility_120m,-0.02154770627007506,0.02154770627007506,16,negative
fold_2024,19,volatility_ratio_5_60,-1.554585717544577e-05,1.554585717544577e-05,63,negative
fold_2024,20,volatility_ratio_15_120,-0.01766734234864796,0.01766734234864796,18,negative
fold_2024,21,normalized_atr_14,0.0005567125542081264,0.0005567125542081264,56,positive
fold_2024,22,normalized_atr_60,0.026461369952830365,0.026461369952830365,14,positive
fold_2024,23,semivariance_imbalance_60m,-0.0471735833412022,0.0471735833412022,3,negative
fold_2024,24,ema_distance_5,-0.001515294926330601,0.001515294926330601,51,negative
fold_2024,25,ema_distance_20,-0.017307382546327004,0.017307382546327004,20,negative
fold_2024,26,ema_distance_60,0.032145937805438785,0.032145937805438785,8,positive
fold_2024,27,ema_distance_120,-0.05832689460589151,0.05832689460589151,2,negative
fold_2024,28,ema_spread_5_20,-0.017484779687316692,0.017484779687316692,19,negative
fold_2024,29,ema_spread_20_60,0.04530585451173624,0.04530585451173624,4,positive
fold_2024,30,normalized_slope_15m,0.0017516040753022396,0.0017516040753022396,49,positive
fold_2024,31,normalized_slope_60m,-0.005682274391081565,0.005682274391081565,37,negative
fold_2024,32,range_position_30m,-0.036463153910792793,0.036463153910792793,5,negative
fold_2024,33,range_position_60m,0.02966061164943365,0.02966061164943365,11,positive
