method,calibration_fold,subset_name,sample_count,positive_count,negative_count,positive_ratio,accuracy,balanced_accuracy,roc_auc,roc_auc_missing_reason,average_precision,pr_auc_lift_vs_positive_ratio,mcc,precision,recall,f1,specificity,negative_predictive_value,log_loss,brier_score,tn,fp,fn,tp,mean_predicted_probability,predicted_positive_ratio,ece_equal_width,mce_equal_width,ece_equal_frequency,mce_equal_frequency,mean_probability,observed_positive_rate
ISOTONIC,POOLED_2021_2024,DENSE,420085.0,212529.0,207556.0,0.5059190401942464,0.5334848899627457,0.5325885217573387,0.5437365495414982,,0.5389915169037027,1.0653710852565625,0.06594080373838547,0.5341985761095478,0.6083075721430957,0.5688495232563767,0.4568694713715816,0.5325149377779774,0.6904683290936271,0.24865469907687912,94826.0,112730.0,83246.0,129283.0,0.5104026153228262,0.5761048359260625,0.004483575128579766,0.15325880845057427,0.007711306127958535,0.017325389803182878,0.5104026153228262,0.5059190401942464
ISOTONIC,FOLD_MACRO_MEAN,DENSE,105021.25,53132.25,51889.0,0.5059172812292008,0.5334741021388969,0.53276006501162,0.5448504508258654,,0.5386923267882061,1.0648824991713068,0.06645972984471062,0.5348270857365179,0.6086255457806202,0.568267411435859,0.45689458424261986,0.532600409155189,0.6904702212963691,0.2486556426546854,23706.5,28182.5,20811.5,32320.75,0.5104193027280876,0.5762100596169875,0.010381703126696477,0.053789541227454135,0.014222103030881547,0.0326595319336791,0.5104193027280876,0.5059172812292008
ISOTONIC,FOLD_STD,DENSE,351.70951555699105,549.0041742403544,497.6866484043951,0.004689296218136815,0.010007191089790467,0.010829393046999642,0.012683925888333341,,0.006694800415347309,0.01898042458657255,0.02155376639493669,0.009868115779727243,0.051833774762141974,0.01841082463420746,0.06147954838898202,0.01607205345256929,0.0012839146657808971,0.0006454769373395582,3170.7261523716193,3203.7728279847393,2929.3690446920477,2500.0099166469986,0.006666520971098419,0.055595190499849526,0.005374207410675567,0.06980509454004587,0.005170274877921533,0.009605434670937586,0.006666520971098419,0.004689296218136815
ISOTONIC,WORST_YEAR_LOGLOSS,DENSE,104549.0,52981.0,51568.0,0.5067575969162785,0.5217553491664195,0.5198444001342416,0.5299129985601299,,0.5292244930719237,1.0443346015774815,0.04138075462913213,0.5222180815383469,0.6612370472433514,0.5835623740276182,0.37845175302513184,0.5209267563527653,0.6921316824610566,0.24949152738139255,19516.0,32052.0,17948.0,35033.0,0.5197051800670103,0.6416608480234148,0.012947583150731766,0.01667863047546181,0.01662350829749678,0.02612022093459998,0.5197051800670103,0.5067575969162785
ISOTONIC,WORST_YEAR_BRIER,DENSE,104549.0,52981.0,51568.0,0.5067575969162785,0.5217553491664195,0.5198444001342416,0.5299129985601299,,0.5292244930719237,1.0443346015774815,0.04138075462913213,0.5222180815383469,0.6612370472433514,0.5835623740276182,0.37845175302513184,0.5209267563527653,0.6921316824610566,0.24949152738139255,19516.0,32052.0,17948.0,35033.0,0.5197051800670103,0.6416608480234148,0.012947583150731766,0.01667863047546181,0.01662350829749678,0.02612022093459998,0.5197051800670103,0.5067575969162785
ISOTONIC,POOLED_2021_2024,NONOVERLAP_OFFSET_00,35007.0,17736.0,17271.0,0.5066415288370897,0.5459479532664896,0.5449885086258074,0.5582965379663575,,0.5528321865034644,1.0911702950454882,0.09093892357261077,0.5459033561063182,0.6172192151556157,0.5793749503823864,0.47275780209599905,0.5460077571218404,0.6884596434392639,0.24765907398244086,8165.0,9106.0,6789.0,10947.0,0.5106576964503445,0.5728282914845603,0.015029716936231473,0.09968061292564612,0.017908258234009967,0.029582091601100646,0.5106576964503445,0.5066415288370897
ISOTONIC,FOLD_MACRO_MEAN,NONOVERLAP_OFFSET_00,8751.75,4434.0,4317.75,0.5066356494746823,0.545936393898627,0.5454685612550351,0.5599577350108811,,0.5514106937060469,1.0884402893899057,0.09217619966149138,0.5468522586902658,0.6177866040837692,0.5789885660319182,0.4731505184263009,0.5465971796275182,0.6884613926315074,0.24765994715068707,2041.25,2276.5,1697.25,2736.75,0.5106743068892716,0.5729236540254758,0.01836788078880579,0.08736730046796715,0.021357021728285904,0.04400648978498373,0.5106743068892716,0.5066356494746823
ISOTONIC,FOLD_STD,NONOVERLAP_OFFSET_00,29.5,69.86176827612272,60.5660796155736,0.007264865126705415,0.01133024499077804,0.011776657774123159,0.012828071799317635,,0.011499927601664553,0.021267447246166204,0.023304553943976725,0.0158387538297032,0.04917000261109943,0.015647572039074787,0.059240302772607695,0.01721442376511149,0.0020104168674489327,0.0010061733654752904,237.70061702345944,275.9909418803451,244.18486849106765,176.17864986049435,0.006574802162697359,0.05248463887941733,0.005918950520271455,0.08749218824849382,0.006898079018118775,0.008840309165310164,0.006574802162697359,0.007264865126705415
ISOTONIC,WORST_YEAR_LOGLOSS,NONOVERLAP_OFFSET_00,8712.0,4390.0,4322.0,0.5039026629935721,0.5329430670339761,0.5319281337523019,0.5456048357769065,,0.5388707319048665,1.0693944911970834,0.06613891816956956,0.529229648515753,0.6619589977220957,0.5881995749418075,0.4018972697825081,0.5392735175411363,0.6905879870480763,0.24872264851244094,1737.0,2585.0,1484.0,2906.0,0.5196678109344065,0.6302800734618916,0.015765147940834463,0.024494162094177985,0.0191860986010196,0.0469898096828083,0.5196678109344065,0.5039026629935721
ISOTONIC,WORST_YEAR_BRIER,NONOVERLAP_OFFSET_00,8712.0,4390.0,4322.0,0.5039026629935721,0.5329430670339761,0.5319281337523019,0.5456048357769065,,0.5388707319048665,1.0693944911970834,0.06613891816956956,0.529229648515753,0.6619589977220957,0.5881995749418075,0.4018972697825081,0.5392735175411363,0.6905879870480763,0.24872264851244094,1737.0,2585.0,1484.0,2906.0,0.5196678109344065,0.6302800734618916,0.015765147940834463,0.024494162094177985,0.0191860986010196,0.0469898096828083,0.5196678109344065,0.5039026629935721
