model_name,subset_name,binning_strategy,bin_index,bin_lower,bin_upper,sample_count,mean_predicted_probability,actual_up_ratio,probability_actual_gap,ece,mce,ece_definition
xgb_depth3_regularized_v1,DENSE,equal_width,3,0.30000000000000004,0.4,8896,0.3819673699762324,0.431205035971223,-0.04923766599499063,0.007868875105604176,0.3321224288506941,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,DENSE,equal_width,4,0.4,0.5,221832,0.4659587628724293,0.4703198817122868,-0.0043611188398574585,0.007868875105604176,0.3321224288506941,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,DENSE,equal_width,5,0.5,0.6000000000000001,271702,0.542596110265597,0.5338753487276502,0.008720761537946764,0.007868875105604176,0.3321224288506941,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,22263,0.6199976372353628,0.6049049993262363,0.015092637909126516,0.007868875105604176,0.3321224288506941,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,DENSE,equal_width,7,0.7000000000000001,0.8,55,0.7321224288506941,0.4,0.3321224288506941,0.007868875105604176,0.3321224288506941,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,DENSE,equal_width,3,0.30000000000000004,0.4,8860,0.3821643761802742,0.4291196388261851,-0.04695526264591088,0.007763997319770361,0.333256072962462,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,DENSE,equal_width,4,0.4,0.5,221582,0.46603466888545675,0.47030444711213004,-0.004269778226673293,0.007763997319770361,0.333256072962462,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,DENSE,equal_width,5,0.5,0.6000000000000001,272261,0.5426073137336389,0.5340867770264562,0.008520536707182669,0.007763997319770361,0.333256072962462,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,21975,0.620179272967394,0.6033674630261661,0.016811809941227884,0.007763997319770361,0.333256072962462,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,DENSE,equal_width,7,0.7000000000000001,0.8,67,0.7362411475893277,0.40298507462686567,0.333256072962462,0.007763997319770361,0.333256072962462,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,DENSE,equal_width,8,0.8,0.9,3,0.8116382360458374,0.6666666666666666,0.14497156937917077,0.007763997319770361,0.333256072962462,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_width,3,0.30000000000000004,0.4,6709,0.38784271149046107,0.43553435683410346,-0.0476916453436424,0.006388358790656455,0.2067711427807808,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_width,4,0.4,0.5,222466,0.46515950144358587,0.4683771902223261,-0.0032176887787402353,0.006388358790656455,0.2067711427807808,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_width,5,0.5,0.6000000000000001,272498,0.5418419320085207,0.5347158511255129,0.007126080883007813,0.006388358790656455,0.2067711427807808,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,23067,0.6178519937840882,0.6016820566176789,0.016169937166409243,0.006388358790656455,0.2067711427807808,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth4_regularized_v1,DENSE,equal_width,7,0.7000000000000001,0.8,8,0.7067711427807808,0.5,0.2067711427807808,0.006388358790656455,0.2067711427807808,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_width,3,0.30000000000000004,0.4,7931,0.38729584481989415,0.42794099104778716,-0.040645146227893,0.009949742518300358,0.23377704052698045,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_width,4,0.4,0.5,221666,0.46224681532690687,0.46931419342614566,-0.007067378099238797,0.009949742518300358,0.23377704052698045,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_width,5,0.5,0.6000000000000001,264590,0.5432126383080568,0.5334441966816584,0.009768441626398339,0.009949742518300358,0.23377704052698045,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,30540,0.6180619551648325,0.5937459070072036,0.02431604815762889,0.009949742518300358,0.23377704052698045,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth5_regularized_v1,DENSE,equal_width,7,0.7000000000000001,0.8,21,0.7099675167174566,0.47619047619047616,0.23377704052698045,0.009949742518300358,0.23377704052698045,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_width,3,0.30000000000000004,0.4,7777,0.38557398805922405,0.4341005529124341,-0.04852656485321005,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_width,4,0.4,0.5,222832,0.4642227779610594,0.46885097293027933,-0.0046281949692199564,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_width,5,0.5,0.6000000000000001,268974,0.5424261880356005,0.5345349364622602,0.007891251573340252,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,25112,0.619568953471565,0.5997929276839757,0.019776025787589302,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_fixed_v1_reference,DENSE,equal_width,7,0.7000000000000001,0.8,53,0.7356479865200115,0.4339622641509434,0.3016857223690681,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_width,3,0.30000000000000004,0.4,6243,0.3888431432517163,0.42976133269261574,-0.04091818944089942,0.006190606392614752,0.14497819994435157,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_width,4,0.4,0.5,222394,0.46527427295848944,0.4685558063616824,-0.003281533403192982,0.006190606392614752,0.14497819994435157,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_width,5,0.5,0.6000000000000001,274399,0.541897327486461,0.5347942230110168,0.007103104475444266,0.006190606392614752,0.14497819994435157,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,21679,0.6166517681353834,0.6023801835878039,0.014271584547579486,0.006190606392614752,0.14497819994435157,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_low_learning_rate_v1,DENSE,equal_width,7,0.7000000000000001,0.8,33,0.7207357757019274,0.5757575757575758,0.14497819994435157,0.006190606392614752,0.14497819994435157,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_width,3,0.30000000000000004,0.4,801,0.3811003879066115,0.39076154806491886,-0.00966116015830737,0.00425317978906925,0.2187497317790985,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_width,4,0.4,0.5,18559,0.46562732756860464,0.4584837545126354,0.007143573055969243,0.00425317978906925,0.2187497317790985,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_width,5,0.5,0.6000000000000001,22411,0.5433054733540201,0.5442862879835795,-0.0009808146295593456,0.00425317978906925,0.2187497317790985,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_width,6,0.6000000000000001,0.7000000000000001,1951,0.6205159666170407,0.6319835981547924,-0.011467631537751766,0.00425317978906925,0.2187497317790985,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_regularized_v1,NONOVERLAP_OFFSET_00,equal_width,7,0.7000000000000001,0.8,6,0.7187497317790985,0.5,0.2187497317790985,0.00425317978906925,0.2187497317790985,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_width,3,0.30000000000000004,0.4,810,0.38160446260446385,0.3950617283950617,-0.013457265790597861,0.004681342484840435,0.1557626979691642,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_width,4,0.4,0.5,18507,0.46566572978133647,0.4579348354676609,0.007730894313675574,0.004681342484840435,0.1557626979691642,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_width,5,0.5,0.6000000000000001,22475,0.5432761307712126,0.5446496106785317,-0.001373479907319064,0.004681342484840435,0.1557626979691642,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_width,6,0.6000000000000001,0.7000000000000001,1929,0.6206477978119521,0.6303784344219803,-0.009730636610028154,0.004681342484840435,0.1557626979691642,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgb_depth3_v1,NONOVERLAP_OFFSET_00,equal_width,7,0.7000000000000001,0.8,7,0.7271912693977356,0.5714285714285714,0.1557626979691642,0.004681342484840435,0.1557626979691642,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
