model_name,candidate_name,feature_name,mean_gain,std_gain,mean_normalized_gain,mean_rank,median_rank,used_fold_count,top10_fold_count
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,semivariance_imbalance_60m,24.42863540649414,2.7604044032253947,0.002732081025872421,32.2,34.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,close_location,38.78940048217773,17.49899169426584,0.002590891224078473,32.6,35.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,ema_distance_5,35.01692428588867,7.42467403534103,0.0023713087513637142,29.4,32.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,volatility_ratio_15_120,26.24484634399414,7.358659143421009,0.002307717938992991,33.0,32.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,normalized_slope_15m,33.99858169555664,13.535148680029902,0.0019504086060212309,31.4,30.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,normalized_atr_14,22.70096435546875,13.945999408595663,0.0017975075648133895,36.4,35.0,4,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,lower_wick_mean_15m,26.90931510925293,5.6862866481005465,0.0016027812330401993,35.4,32.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,range_position_60m,24.821142959594727,5.806940128098635,0.0015208068949718891,36.0,33.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,realized_volatility_15m,25.54236259460449,11.60603969893822,0.0015190901308046911,36.8,37.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_return_15m,39.391740798950195,38.34354111564503,0.0015153369117826246,37.2,42.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,weekday_cos,27.595069122314452,21.624645432501545,0.0014842976873553977,39.8,38.0,4,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_return_5m,29.09799270629883,4.898212137500889,0.0014085190976895821,36.6,36.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,taker_buy_quote_ratio_15m,14.293044281005859,13.439995015415318,0.0013508017129649243,44.2,38.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,range_position_30m,33.777212905883786,14.88570027165641,0.0013298645874083724,36.2,36.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,upper_wick_ratio,18.728744888305663,11.772677217383624,0.00106483182003205,41.0,40.0,4,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,volume_ratio_5_60,23.02699851989746,1.729935561529593,0.0010024425794415014,40.8,40.0,5,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_return_3m,14.986605072021485,14.520102382731027,0.00043906959464022155,45.4,46.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,realized_volatility_5m,14.454187202453614,9.399300425709013,0.00033225936591962577,46.6,47.0,4,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,volatility_ratio_5_60,8.636798477172851,6.80055360658654,0.00031157048441807645,49.6,48.0,4,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,buy_pressure_persistence_15m,16.38129653930664,9.281028629245899,0.00024410863120785266,51.4,52.0,4,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,buy_pressure_change_5_60,7.918408203125,7.4733428601883,0.00023135486919263363,51.2,48.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,taker_buy_quote_ratio_5m,14.469037628173828,13.506116722448768,0.00022226000442849715,52.8,55.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,efficiency_ratio_15m,6.453168106079102,8.836935435166264,0.0002217986523607615,49.8,47.0,2,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_quote_volume_zscore_60m,6.743039894104004,6.358143090395882,0.0001836127101571649,52.8,53.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,signed_body_mean_5m,12.076048660278321,13.246000480312526,0.00016428897234362446,52.6,53.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,up_candle_ratio_15m,7.771110725402832,7.104497056337293,0.00014730127121908483,51.2,52.0,3,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_trade_count_zscore_60m,3.807147979736328,5.30890728660445,0.00013119085192719976,58.4,60.0,2,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_avg_trade_quote_size_zscore_60m,4.7408758163452145,6.509674396484285,0.0001241721173166605,58.2,61.0,2,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,log_return_1m,5.8651838302612305,8.03269488264379,0.0001079791104384745,50.4,54.0,2,0
xgb_depth4_regularized_v1,xgb_depth4_regularized_v1,signed_body_ratio,8.479109573364259,11.799543608510845,0.00010737424203328379,52.4,51.0,2,0
