model_name,subset_name,binning_strategy,bin_index,bin_lower,bin_upper,sample_count,mean_predicted_probability,actual_up_ratio,probability_actual_gap,ece,mce,ece_definition
logistic_regression_l2,DENSE,equal_frequency,0,0.3201821080641391,0.4358841326543824,52475,0.41679313011729,0.4511862791805622,-0.03439314906327218,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,1,0.4358846296344479,0.45802535713824155,52475,0.4474519548113484,0.4669080514530729,-0.019456096641724485,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,2,0.45802567357879387,0.47695004863534723,52475,0.4676545570764975,0.48009528346831826,-0.012440726391820756,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,3,0.47695099495037957,0.4947302090834555,52475,0.485898505714761,0.4923106241067175,-0.0064121183919564895,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,4,0.49473110112836804,0.5123108012465186,52474,0.5035344105864742,0.5004573693638754,0.0030770412225987753,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,5,0.5123108079766485,0.529578920914868,52475,0.5209876440050987,0.5140161981896141,0.006971445815484589,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,6,0.5295789582346849,0.5471287004754961,52475,0.5383167070769618,0.5204954740352549,0.017821233041706908,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,7,0.5471291905427474,0.5654198230973599,52475,0.5561302496538402,0.5389232968080038,0.0172069528458364,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,8,0.5654217324227774,0.5866788535377573,52475,0.5756480595370022,0.549404478323011,0.026243581213991174,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
logistic_regression_l2,DENSE,equal_frequency,9,0.5866808606644243,0.9706293593744406,52474,0.6043874293075913,0.5688722033769105,0.035515225930680794,0.017953751939636126,0.035515225930680794,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
momentum_60m_baseline,DENSE,equal_frequency,0,0.4673253164346423,0.4673253164346423,52475,0.46732531643464237,0.48076226774654596,-0.013436951311903589,0.014027833122419783,0.03915629244463181,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
momentum_60m_baseline,DENSE,equal_frequency,1,0.4673253164346423,0.47188892010112765,52475,0.47174064103011565,0.4993044306812768,-0.02756378965116113,0.014027833122419783,0.03915629244463181,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
momentum_60m_baseline,DENSE,equal_frequency,2,0.47188892010112765,0.4745749997320864,52475,0.4744609021332792,0.47407336827060503,0.0003875338626741498,0.014027833122419783,0.03915629244463181,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
momentum_60m_baseline,DENSE,equal_frequency,3,0.4745749997320864,0.47479330782504314,52475,0.4747806856858524,0.48541210100047644,-0.010631415314624026,0.014027833122419783,0.03915629244463181,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
