previous_agg_trade_id,current_agg_trade_id,missing_id_count,previous_trade_time,current_trade_time,time_delta_ms
1489935691,1489935726,34,2022-09-02T00:00:53.285000+00:00,2022-09-02T00:00:53.305000+00:00,20.0
1489939725,1489939733,7,2022-09-02T00:02:05.930000+00:00,2022-09-02T00:02:05.951000+00:00,21.0
1489940732,1489940736,3,2022-09-02T00:02:31.935000+00:00,2022-09-02T00:02:31.948000+00:00,13.0
1489949735,1489949737,1,2022-09-02T00:05:29.367000+00:00,2022-09-02T00:05:29.370000+00:00,3.0
1489950736,1489950739,2,2022-09-02T00:05:43.309000+00:00,2022-09-02T00:05:43.378000+00:00,69.0
1489951738,1489951740,1,2022-09-02T00:06:04.267000+00:00,2022-09-02T00:06:04.269000+00:00,2.0
1489953739,1489953742,2,2022-09-02T00:06:45.966000+00:00,2022-09-02T00:06:45.973000+00:00,7.0
1489954741,1489954756,14,2022-09-02T00:07:13.481000+00:00,2022-09-02T00:07:13.499000+00:00,18.0
1489955755,1489955760,4,2022-09-02T00:07:41.157000+00:00,2022-09-02T00:07:41.177000+00:00,20.0
1489958759,1489958763,3,2022-09-02T00:09:10.378000+00:00,2022-09-02T00:09:10.412000+00:00,34.0
1489961762,1489961764,1,2022-09-02T00:10:30.719000+00:00,2022-09-02T00:10:30.721000+00:00,2.0
1489965763,1489965767,3,2022-09-02T00:12:03.161000+00:00,2022-09-02T00:12:03.180000+00:00,19.0
1489966766,1489966772,5,2022-09-02T00:12:35.986000+00:00,2022-09-02T00:12:36.012000+00:00,26.0
1489967771,1489967774,2,2022-09-02T00:13:05.026000+00:00,2022-09-02T00:13:05.028000+00:00,2.0
1489968773,1489968776,2,2022-09-02T00:13:32.512000+00:00,2022-09-02T00:13:32.581000+00:00,69.0
1489969775,1489969778,2,2022-09-02T00:14:00.819000+00:00,2022-09-02T00:14:00.829000+00:00,10.0
1489972777,1489972782,4,2022-09-02T00:15:15.520000+00:00,2022-09-02T00:15:15.559000+00:00,39.0
1489974781,1489974788,6,2022-09-02T00:15:42.582000+00:00,2022-09-02T00:15:42.712000+00:00,130.0
1489975787,1489975789,1,2022-09-02T00:15:59.392000+00:00,2022-09-02T00:15:59.396000+00:00,4.0
1489979788,1489979791,2,2022-09-02T00:17:03.415000+00:00,2022-09-02T00:17:03.452000+00:00,37.0
1489981790,1489981801,10,2022-09-02T00:18:00.008000+00:00,2022-09-02T00:18:00.011000+00:00,3.0
1489982800,1489982808,7,2022-09-02T00:18:22.151000+00:00,2022-09-02T00:18:22.158000+00:00,7.0
1489984807,1489984814,6,2022-09-02T00:19:10.243000+00:00,2022-09-02T00:19:10.245000+00:00,2.0
1489985813,1489985816,2,2022-09-02T00:19:26.486000+00:00,2022-09-02T00:19:26.490000+00:00,4.0
1489986815,1489986817,1,2022-09-02T00:19:50.574000+00:00,2022-09-02T00:19:50.720000+00:00,146.0
1489990816,1489990818,1,2022-09-02T00:21:03.046000+00:00,2022-09-02T00:21:03.053000+00:00,7.0
1489992817,1489992820,2,2022-09-02T00:21:22.642000+00:00,2022-09-02T00:21:22.645000+00:00,3.0
1489994819,1489994821,1,2022-09-02T00:21:47.980000+00:00,2022-09-02T00:21:47.982000+00:00,2.0
1489997820,1489997822,1,2022-09-02T00:22:58.960000+00:00,2022-09-02T00:22:59.147000+00:00,187.0
1489998821,1489998824,2,2022-09-02T00:23:16.317000+00:00,2022-09-02T00:23:16.401000+00:00,84.0
1490000823,1490000827,3,2022-09-02T00:24:03.959000+00:00,2022-09-02T00:24:03.960000+00:00,1.0
1490004826,1490004828,1,2022-09-02T00:26:00.069000+00:00,2022-09-02T00:26:00.095000+00:00,26.0
1490006827,1490006833,5,2022-09-02T00:26:47.613000+00:00,2022-09-02T00:26:47.621000+00:00,8.0
1490007832,1490007834,1,2022-09-02T00:27:17.946000+00:00,2022-09-02T00:27:17.959000+00:00,13.0
1490010833,1490010836,2,2022-09-02T00:28:33.925000+00:00,2022-09-02T00:28:33.955000+00:00,30.0
1490018835,1490018842,6,2022-09-02T00:32:10.173000+00:00,2022-09-02T00:32:10.189000+00:00,16.0
1490019841,1490019847,5,2022-09-02T00:32:31.047000+00:00,2022-09-02T00:32:31.069000+00:00,22.0
1490021846,1490021849,2,2022-09-02T00:33:31.528000+00:00,2022-09-02T00:33:31.529000+00:00,1.0
1490022848,1490022874,25,2022-09-02T00:33:49.581000+00:00,2022-09-02T00:33:49.582000+00:00,1.0
1490024873,1490024876,2,2022-09-02T00:34:32.887000+00:00,2022-09-02T00:34:32.948000+00:00,61.0
1490025875,1490025878,2,2022-09-02T00:35:09.093000+00:00,2022-09-02T00:35:09.102000+00:00,9.0
1490026877,1490026881,3,2022-09-02T00:35:52.021000+00:00,2022-09-02T00:35:52.034000+00:00,13.0
1490027880,1490027882,1,2022-09-02T00:36:15.541000+00:00,2022-09-02T00:36:15.542000+00:00,1.0
1490028881,1490028886,4,2022-09-02T00:36:41.218000+00:00,2022-09-02T00:36:41.231000+00:00,13.0
1490029885,1490029888,2,2022-09-02T00:37:09.629000+00:00,2022-09-02T00:37:09.643000+00:00,14.0
1490030887,1490030890,2,2022-09-02T00:37:39.982000+00:00,2022-09-02T00:37:40.021000+00:00,39.0
1490031889,1490031893,3,2022-09-02T00:38:03.923000+00:00,2022-09-02T00:38:03.924000+00:00,1.0
1490032892,1490032894,1,2022-09-02T00:38:36.502000+00:00,2022-09-02T00:38:36.510000+00:00,8.0
1490033893,1490033895,1,2022-09-02T00:39:07.460000+00:00,2022-09-02T00:39:07.493000+00:00,33.0
1490040894,1490040899,4,2022-09-02T00:42:42.370000+00:00,2022-09-02T00:42:42.391000+00:00,21.0
1490042898,1490042907,8,2022-09-02T00:44:13.246000+00:00,2022-09-02T00:44:13.274000+00:00,28.0
1490044906,1490044908,1,2022-09-02T00:45:12.274000+00:00,2022-09-02T00:45:12.383000+00:00,109.0
1490050907,1490050909,1,2022-09-02T00:48:00.843000+00:00,2022-09-02T00:48:00.877000+00:00,34.0
1490051908,1490051911,2,2022-09-02T00:48:23.992000+00:00,2022-09-02T00:48:24.179000+00:00,187.0
1490053910,1490053913,2,2022-09-02T00:49:31.653000+00:00,2022-09-02T00:49:31.665000+00:00,12.0
1490055912,1490055919,6,2022-09-02T00:50:22.845000+00:00,2022-09-02T00:50:22.860000+00:00,15.0
1490058918,1490058924,5,2022-09-02T00:51:40.591000+00:00,2022-09-02T00:51:40.602000+00:00,11.0
1490060923,1490060927,3,2022-09-02T00:52:42.474000+00:00,2022-09-02T00:52:42.516000+00:00,42.0
1490061926,1490061928,1,2022-09-02T00:53:10.921000+00:00,2022-09-02T00:53:10.964000+00:00,43.0
1490067927,1490067929,1,2022-09-02T00:56:10.469000+00:00,2022-09-02T00:56:10.481000+00:00,12.0
1490070928,1490070944,15,2022-09-02T00:57:21.886000+00:00,2022-09-02T00:57:21.893000+00:00,7.0
1490071943,1490071948,4,2022-09-02T00:57:58.533000+00:00,2022-09-02T00:57:58.677000+00:00,144.0
1490072947,1490072949,1,2022-09-02T00:58:24.689000+00:00,2022-09-02T00:58:24.692000+00:00,3.0
1490073948,1490073950,1,2022-09-02T00:58:46.479000+00:00,2022-09-02T00:58:46.533000+00:00,54.0
1490074949,1490074952,2,2022-09-02T00:59:10.731000+00:00,2022-09-02T00:59:10.737000+00:00,6.0
1490075951,1490075953,1,2022-09-02T00:59:33.821000+00:00,2022-09-02T00:59:33.834000+00:00,13.0
1490077952,1490077954,1,2022-09-02T01:00:32.043000+00:00,2022-09-02T01:00:32.136000+00:00,93.0
1490079953,1490079955,1,2022-09-02T01:01:19.709000+00:00,2022-09-02T01:01:19.730000+00:00,21.0
1490081954,1490081957,2,2022-09-02T01:02:15.444000+00:00,2022-09-02T01:02:15.476000+00:00,32.0
1490086956,1490086959,2,2022-09-02T01:04:12.158000+00:00,2022-09-02T01:04:12.240000+00:00,82.0
1490088958,1490088963,4,2022-09-02T01:05:21.190000+00:00,2022-09-02T01:05:21.194000+00:00,4.0
1490091962,1490091964,1,2022-09-02T01:06:59.941000+00:00,2022-09-02T01:06:59.947000+00:00,6.0
1490093963,1490093975,11,2022-09-02T01:07:41.222000+00:00,2022-09-02T01:07:41.229000+00:00,7.0
1490095974,1490096089,114,2022-09-02T01:08:26.561000+00:00,2022-09-02T01:08:26.564000+00:00,3.0
1490098088,1490098090,1,2022-09-02T01:08:59.170000+00:00,2022-09-02T01:08:59.209000+00:00,39.0
1490099089,1490099096,6,2022-09-02T01:09:19.763000+00:00,2022-09-02T01:09:19.770000+00:00,7.0
1490101095,1490101097,1,2022-09-02T01:10:07.325000+00:00,2022-09-02T01:10:07.329000+00:00,4.0
1490103096,1490103100,3,2022-09-02T01:10:59.954000+00:00,2022-09-02T01:10:59.955000+00:00,1.0
1490105099,1490105106,6,2022-09-02T01:11:48.809000+00:00,2022-09-02T01:11:49.254000+00:00,445.0
1490106105,1490106107,1,2022-09-02T01:12:11.009000+00:00,2022-09-02T01:12:11.010000+00:00,1.0
1490107106,1490107158,51,2022-09-02T01:12:15.122000+00:00,2022-09-02T01:12:15.124000+00:00,2.0
1490108157,1490108159,1,2022-09-02T01:12:27.025000+00:00,2022-09-02T01:12:27.221000+00:00,196.0
1490110158,1490110161,2,2022-09-02T01:12:54.646000+00:00,2022-09-02T01:12:54.654000+00:00,8.0
1490111160,1490111162,1,2022-09-02T01:13:10.851000+00:00,2022-09-02T01:13:10.870000+00:00,19.0
1490115161,1490115164,2,2022-09-02T01:14:55.833000+00:00,2022-09-02T01:14:56.176000+00:00,343.0
1490116163,1490116165,1,2022-09-02T01:15:18.752000+00:00,2022-09-02T01:15:18.754000+00:00,2.0
1490117164,1490117167,2,2022-09-02T01:15:40.734000+00:00,2022-09-02T01:15:40.744000+00:00,10.0
1490121166,1490121172,5,2022-09-02T01:17:08.833000+00:00,2022-09-02T01:17:08.896000+00:00,63.0
1490122171,1490122176,4,2022-09-02T01:17:38.476000+00:00,2022-09-02T01:17:38.479000+00:00,3.0
1490123175,1490123182,6,2022-09-02T01:17:58.402000+00:00,2022-09-02T01:17:58.403000+00:00,1.0
1490125181,1490125183,1,2022-09-02T01:18:47.355000+00:00,2022-09-02T01:18:47.410000+00:00,55.0
1490126182,1490126185,2,2022-09-02T01:19:20.317000+00:00,2022-09-02T01:19:20.330000+00:00,13.0
1490127184,1490127189,4,2022-09-02T01:19:55.978000+00:00,2022-09-02T01:19:55.980000+00:00,2.0
1490128188,1490128190,1,2022-09-02T01:20:21.248000+00:00,2022-09-02T01:20:21.413000+00:00,165.0
1490130189,1490130192,2,2022-09-02T01:21:25.179000+00:00,2022-09-02T01:21:25.416000+00:00,237.0
1490131191,1490131194,2,2022-09-02T01:21:40.412000+00:00,2022-09-02T01:21:40.512000+00:00,100.0
1490136193,1490136205,11,2022-09-02T01:24:11.045000+00:00,2022-09-02T01:24:11.048000+00:00,3.0
1490144204,1490144213,8,2022-09-02T01:27:57.824000+00:00,2022-09-02T01:27:57.833000+00:00,9.0
1490145212,1490145215,2,2022-09-02T01:28:13.673000+00:00,2022-09-02T01:28:13.697000+00:00,24.0
1490146214,1490146224,9,2022-09-02T01:28:25.465000+00:00,2022-09-02T01:28:25.478000+00:00,13.0
1490147223,1490147225,1,2022-09-02T01:28:49.040000+00:00,2022-09-02T01:28:49.051000+00:00,11.0
1490148224,1490148227,2,2022-09-02T01:29:09.720000+00:00,2022-09-02T01:29:09.976000+00:00,256.0
1490149226,1490149229,2,2022-09-02T01:29:34.968000+00:00,2022-09-02T01:29:35.005000+00:00,37.0
1490152228,1490152235,6,2022-09-02T01:30:45.773000+00:00,2022-09-02T01:30:45.776000+00:00,3.0
1490153234,1490153237,2,2022-09-02T01:31:13.855000+00:00,2022-09-02T01:31:13.867000+00:00,12.0
1490155236,1490155246,9,2022-09-02T01:32:17.850000+00:00,2022-09-02T01:32:17.862000+00:00,12.0
1490157245,1490157247,1,2022-09-02T01:33:16.812000+00:00,2022-09-02T01:33:16.856000+00:00,44.0
1490158246,1490158254,7,2022-09-02T01:33:43.947000+00:00,2022-09-02T01:33:43.992000+00:00,45.0
1490161253,1490161264,10,2022-09-02T01:35:13.479000+00:00,2022-09-02T01:35:13.496000+00:00,17.0
1490167263,1490167266,2,2022-09-02T01:38:20.441000+00:00,2022-09-02T01:38:20.481000+00:00,40.0
1490168265,1490168279,13,2022-09-02T01:39:01.122000+00:00,2022-09-02T01:39:01.123000+00:00,1.0
1490171278,1490171282,3,2022-09-02T01:40:29.801000+00:00,2022-09-02T01:40:29.872000+00:00,71.0
1490175281,1490175283,1,2022-09-02T01:42:24.604000+00:00,2022-09-02T01:42:24.605000+00:00,1.0
1490177282,1490177285,2,2022-09-02T01:43:35.397000+00:00,2022-09-02T01:43:35.405000+00:00,8.0
1490178284,1490178288,3,2022-09-02T01:44:02.895000+00:00,2022-09-02T01:44:02.906000+00:00,11.0
1490179287,1490179290,2,2022-09-02T01:44:42.784000+00:00,2022-09-02T01:44:42.891000+00:00,107.0
1490181289,1490181292,2,2022-09-02T01:45:27.567000+00:00,2022-09-02T01:45:27.590000+00:00,23.0
1490184291,1490184294,2,2022-09-02T01:47:07.364000+00:00,2022-09-02T01:47:07.370000+00:00,6.0
1490187293,1490187296,2,2022-09-02T01:48:47.792000+00:00,2022-09-02T01:48:47.794000+00:00,2.0
1490188295,1490188297,1,2022-09-02T01:49:14.175000+00:00,2022-09-02T01:49:14.448000+00:00,273.0
1490191296,1490191310,13,2022-09-02T01:50:49.109000+00:00,2022-09-02T01:50:49.111000+00:00,2.0
1490195309,1490195312,2,2022-09-02T01:53:01.176000+00:00,2022-09-02T01:53:01.381000+00:00,205.0
1490196311,1490196320,8,2022-09-02T01:53:41.791000+00:00,2022-09-02T01:53:41.795000+00:00,4.0
1490197319,1490197322,2,2022-09-02T01:54:18.582000+00:00,2022-09-02T01:54:18.591000+00:00,9.0
1490198321,1490198323,1,2022-09-02T01:54:56.181000+00:00,2022-09-02T01:54:56.196000+00:00,15.0
1490202322,1490202325,2,2022-09-02T01:57:13.452000+00:00,2022-09-02T01:57:13.471000+00:00,19.0
1490204324,1490204327,2,2022-09-02T01:58:23.188000+00:00,2022-09-02T01:58:23.189000+00:00,1.0
1490205326,1490205332,5,2022-09-02T01:59:00.941000+00:00,2022-09-02T01:59:00.946000+00:00,5.0
1490207331,1490207333,1,2022-09-02T01:59:52.759000+00:00,2022-09-02T01:59:52.782000+00:00,23.0
1490212332,1490212344,11,2022-09-02T02:02:01.180000+00:00,2022-09-02T02:02:01.188000+00:00,8.0
1490215343,1490215345,1,2022-09-02T02:03:15.337000+00:00,2022-09-02T02:03:15.381000+00:00,44.0
1490216344,1490216347,2,2022-09-02T02:03:34.924000+00:00,2022-09-02T02:03:34.928000+00:00,4.0
1490217346,1490217357,10,2022-09-02T02:03:53.481000+00:00,2022-09-02T02:03:53.486000+00:00,5.0
1490222356,1490222361,4,2022-09-02T02:05:57.743000+00:00,2022-09-02T02:05:57.759000+00:00,16.0
1490224360,1490224362,1,2022-09-02T02:06:55.297000+00:00,2022-09-02T02:06:55.298000+00:00,1.0
1490226361,1490226370,8,2022-09-02T02:07:48.400000+00:00,2022-09-02T02:07:48.413000+00:00,13.0
1490227369,1490227372,2,2022-09-02T02:08:08.115000+00:00,2022-09-02T02:08:08.157000+00:00,42.0
1490233371,1490233375,3,2022-09-02T02:10:57.731000+00:00,2022-09-02T02:10:57.745000+00:00,14.0
1490235374,1490235377,2,2022-09-02T02:11:21.434000+00:00,2022-09-02T02:11:21.439000+00:00,5.0
1490236376,1490236379,2,2022-09-02T02:11:27.207000+00:00,2022-09-02T02:11:27.210000+00:00,3.0
1490237378,1490237382,3,2022-09-02T02:11:29.430000+00:00,2022-09-02T02:11:29.438000+00:00,8.0
1490241381,1490241383,1,2022-09-02T02:12:25.544000+00:00,2022-09-02T02:12:25.562000+00:00,18.0
1490243382,1490243384,1,2022-09-02T02:13:09.430000+00:00,2022-09-02T02:13:09.441000+00:00,11.0
1490246383,1490246385,1,2022-09-02T02:14:06.443000+00:00,2022-09-02T02:14:06.450000+00:00,7.0
1490250384,1490250389,4,2022-09-02T02:16:03.294000+00:00,2022-09-02T02:16:03.303000+00:00,9.0
1490252388,1490252401,12,2022-09-02T02:16:39.990000+00:00,2022-09-02T02:16:40.015000+00:00,25.0
1490253400,1490253407,6,2022-09-02T02:17:10.727000+00:00,2022-09-02T02:17:10.730000+00:00,3.0
1490258406,1490258410,3,2022-09-02T02:19:01.665000+00:00,2022-09-02T02:19:01.666000+00:00,1.0
1490259409,1490259412,2,2022-09-02T02:19:12.772000+00:00,2022-09-02T02:19:12.854000+00:00,82.0
1490261411,1490261417,5,2022-09-02T02:19:35.224000+00:00,2022-09-02T02:19:35.228000+00:00,4.0
1490262416,1490262419,2,2022-09-02T02:19:40.064000+00:00,2022-09-02T02:19:40.102000+00:00,38.0
1490263418,1490263421,2,2022-09-02T02:19:52.548000+00:00,2022-09-02T02:19:52.552000+00:00,4.0
1490265420,1490265423,2,2022-09-02T02:20:18.367000+00:00,2022-09-02T02:20:18.368000+00:00,1.0
1490266422,1490266424,1,2022-09-02T02:20:27.327000+00:00,2022-09-02T02:20:27.328000+00:00,1.0
1490267423,1490267425,1,2022-09-02T02:20:33.233000+00:00,2022-09-02T02:20:33.235000+00:00,2.0
1490269424,1490269427,2,2022-09-02T02:20:59.267000+00:00,2022-09-02T02:20:59.287000+00:00,20.0
1490272426,1490272428,1,2022-09-02T02:21:46.966000+00:00,2022-09-02T02:21:47.076000+00:00,110.0
1490274427,1490274429,1,2022-09-02T02:22:28.781000+00:00,2022-09-02T02:22:28.796000+00:00,15.0
1490278428,1490278434,5,2022-09-02T02:24:12.314000+00:00,2022-09-02T02:24:12.324000+00:00,10.0
1490280433,1490280436,2,2022-09-02T02:25:04.307000+00:00,2022-09-02T02:25:04.309000+00:00,2.0
1490285435,1490285437,1,2022-09-02T02:26:42.389000+00:00,2022-09-02T02:26:42.397000+00:00,8.0
1490287436,1490287439,2,2022-09-02T02:27:21.793000+00:00,2022-09-02T02:27:21.803000+00:00,10.0
1490289438,1490289440,1,2022-09-02T02:28:13.212000+00:00,2022-09-02T02:28:13.214000+00:00,2.0
1490290439,1490290451,11,2022-09-02T02:28:35.668000+00:00,2022-09-02T02:28:35.684000+00:00,16.0
1490291450,1490291454,3,2022-09-02T02:28:53.393000+00:00,2022-09-02T02:28:53.414000+00:00,21.0
1490294453,1490294456,2,2022-09-02T02:30:15.401000+00:00,2022-09-02T02:30:15.405000+00:00,4.0
1490296455,1490296458,2,2022-09-02T02:31:01.194000+00:00,2022-09-02T02:31:01.205000+00:00,11.0
1490302457,1490302462,4,2022-09-02T02:34:07.677000+00:00,2022-09-02T02:34:07.770000+00:00,93.0
1490303461,1490303463,1,2022-09-02T02:34:33.864000+00:00,2022-09-02T02:34:33.882000+00:00,18.0
1490305462,1490305480,17,2022-09-02T02:35:13.519000+00:00,2022-09-02T02:35:13.544000+00:00,25.0
1490307479,1490307481,1,2022-09-02T02:36:20.118000+00:00,2022-09-02T02:36:20.133000+00:00,15.0
1490309480,1490309483,2,2022-09-02T02:37:27.409000+00:00,2022-09-02T02:37:27.410000+00:00,1.0
1490310482,1490310485,2,2022-09-02T02:38:04.911000+00:00,2022-09-02T02:38:05.058000+00:00,147.0
1490311484,1490311487,2,2022-09-02T02:38:53.617000+00:00,2022-09-02T02:38:53.628000+00:00,11.0
1490313486,1490313494,7,2022-09-02T02:40:07.635000+00:00,2022-09-02T02:40:07.639000+00:00,4.0
1490316493,1490316498,4,2022-09-02T02:41:55.384000+00:00,2022-09-02T02:41:55.418000+00:00,34.0
1490317497,1490317513,15,2022-09-02T02:42:32.739000+00:00,2022-09-02T02:42:32.742000+00:00,3.0
1490321512,1490321523,10,2022-09-02T02:44:54.823000+00:00,2022-09-02T02:44:54.839000+00:00,16.0
1490323522,1490323524,1,2022-09-02T02:45:31.367000+00:00,2022-09-02T02:45:31.440000+00:00,73.0
1490327523,1490327528,4,2022-09-02T02:47:44.847000+00:00,2022-09-02T02:47:44.854000+00:00,7.0
1490328527,1490328530,2,2022-09-02T02:48:04.794000+00:00,2022-09-02T02:48:04.996000+00:00,202.0
1490330529,1490330536,6,2022-09-02T02:48:30.459000+00:00,2022-09-02T02:48:30.472000+00:00,13.0
1490333535,1490333540,4,2022-09-02T02:49:48.064000+00:00,2022-09-02T02:49:48.065000+00:00,1.0
1490334539,1490334542,2,2022-09-02T02:50:15.727000+00:00,2022-09-02T02:50:15.735000+00:00,8.0
1490336541,1490336545,3,2022-09-02T02:50:38.230000+00:00,2022-09-02T02:50:38.242000+00:00,12.0
1490337544,1490337547,2,2022-09-02T02:51:02.208000+00:00,2022-09-02T02:51:02.228000+00:00,20.0
1490339546,1490339548,1,2022-09-02T02:52:04.230000+00:00,2022-09-02T02:52:04.238000+00:00,8.0
1490341547,1490341549,1,2022-09-02T02:53:11.086000+00:00,2022-09-02T02:53:11.095000+00:00,9.0
1490345548,1490345551,2,2022-09-02T02:55:29.296000+00:00,2022-09-02T02:55:29.301000+00:00,5.0
1490346550,1490346554,3,2022-09-02T02:55:58.509000+00:00,2022-09-02T02:55:58.614000+00:00,105.0
1490349553,1490349555,1,2022-09-02T02:57:19.040000+00:00,2022-09-02T02:57:19.053000+00:00,13.0
1490354554,1490354560,5,2022-09-02T02:59:50+00:00,2022-09-02T02:59:50.048000+00:00,48.0
1490356559,1490356562,2,2022-09-02T03:00:10.160000+00:00,2022-09-02T03:00:10.192000+00:00,32.0
1490357561,1490357563,1,2022-09-02T03:00:20.500000+00:00,2022-09-02T03:00:20.508000+00:00,8.0
1490359562,1490359564,1,2022-09-02T03:00:30.868000+00:00,2022-09-02T03:00:30.869000+00:00,1.0
1490360563,1490360565,1,2022-09-02T03:00:39.995000+00:00,2022-09-02T03:00:39.996000+00:00,1.0
1490363564,1490363566,1,2022-09-02T03:01:07.104000+00:00,2022-09-02T03:01:07.105000+00:00,1.0
1490365565,1490365569,3,2022-09-02T03:01:30.581000+00:00,2022-09-02T03:01:30.591000+00:00,10.0
1490366568,1490366572,3,2022-09-02T03:01:44.753000+00:00,2022-09-02T03:01:44.754000+00:00,1.0
1490367571,1490367575,3,2022-09-02T03:01:50.809000+00:00,2022-09-02T03:01:50.811000+00:00,2.0
1490368574,1490368576,1,2022-09-02T03:01:59.810000+00:00,2022-09-02T03:01:59.831000+00:00,21.0
1490370575,1490370577,1,2022-09-02T03:02:16.009000+00:00,2022-09-02T03:02:16.020000+00:00,11.0
1490371576,1490371579,2,2022-09-02T03:02:19.094000+00:00,2022-09-02T03:02:19.136000+00:00,42.0
1490376578,1490376582,3,2022-09-02T03:02:47.362000+00:00,2022-09-02T03:02:47.379000+00:00,17.0
1490377581,1490377583,1,2022-09-02T03:02:53.647000+00:00,2022-09-02T03:02:53.658000+00:00,11.0
1490378582,1490378594,11,2022-09-02T03:02:59.515000+00:00,2022-09-02T03:02:59.516000+00:00,1.0
1490379593,1490379596,2,2022-09-02T03:03:01.400000+00:00,2022-09-02T03:03:01.402000+00:00,2.0
1490380595,1490380597,1,2022-09-02T03:03:04.969000+00:00,2022-09-02T03:03:04.972000+00:00,3.0
1490382596,1490382730,133,2022-09-02T03:03:11.645000+00:00,2022-09-02T03:03:11.646000+00:00,1.0
1490384729,1490384809,79,2022-09-02T03:03:15.226000+00:00,2022-09-02T03:03:15.227000+00:00,1.0
1490385808,1490385812,3,2022-09-02T03:03:17.365000+00:00,2022-09-02T03:03:17.374000+00:00,9.0
1490386811,1490386813,1,2022-09-02T03:03:20.026000+00:00,2022-09-02T03:03:20.027000+00:00,1.0
1490387812,1490387814,1,2022-09-02T03:03:22.871000+00:00,2022-09-02T03:03:22.877000+00:00,6.0
1490388813,1490388815,1,2022-09-02T03:03:25.479000+00:00,2022-09-02T03:03:25.480000+00:00,1.0
1490389814,1490389818,3,2022-09-02T03:03:30.067000+00:00,2022-09-02T03:03:30.068000+00:00,1.0
1490390817,1490390821,3,2022-09-02T03:03:34.457000+00:00,2022-09-02T03:03:34.458000+00:00,1.0
1490391820,1490391826,5,2022-09-02T03:03:36.976000+00:00,2022-09-02T03:03:36.977000+00:00,1.0
1490392825,1490392829,3,2022-09-02T03:03:40.461000+00:00,2022-09-02T03:03:40.463000+00:00,2.0
1490393828,1490393830,1,2022-09-02T03:03:43.655000+00:00,2022-09-02T03:03:43.656000+00:00,1.0
1490394829,1490394962,132,2022-09-02T03:03:48.166000+00:00,2022-09-02T03:03:48.179000+00:00,13.0
1490395961,1490395963,1,2022-09-02T03:03:52.211000+00:00,2022-09-02T03:03:52.212000+00:00,1.0
1490396962,1490396966,3,2022-09-02T03:03:56.975000+00:00,2022-09-02T03:03:56.984000+00:00,9.0
1490398965,1490398967,1,2022-09-02T03:04:06.066000+00:00,2022-09-02T03:04:06.068000+00:00,2.0
1490400966,1490400971,4,2022-09-02T03:04:13.512000+00:00,2022-09-02T03:04:13.515000+00:00,3.0
1490402970,1490402974,3,2022-09-02T03:04:22.268000+00:00,2022-09-02T03:04:22.269000+00:00,1.0
1490403973,1490403975,1,2022-09-02T03:04:26.959000+00:00,2022-09-02T03:04:26.965000+00:00,6.0
1490404974,1490404979,4,2022-09-02T03:04:32.282000+00:00,2022-09-02T03:04:32.285000+00:00,3.0
1490405978,1490405980,1,2022-09-02T03:04:38.289000+00:00,2022-09-02T03:04:38.301000+00:00,12.0
1490406979,1490406982,2,2022-09-02T03:04:45.619000+00:00,2022-09-02T03:04:45.622000+00:00,3.0
1490407981,1490407985,3,2022-09-02T03:04:51.754000+00:00,2022-09-02T03:04:51.771000+00:00,17.0
1490409984,1490409986,1,2022-09-02T03:05:02.702000+00:00,2022-09-02T03:05:02.715000+00:00,13.0
1490410985,1490410993,7,2022-09-02T03:05:07.452000+00:00,2022-09-02T03:05:07.476000+00:00,24.0
1490411992,1490411994,1,2022-09-02T03:05:15.162000+00:00,2022-09-02T03:05:15.167000+00:00,5.0
1490412993,1490412995,1,2022-09-02T03:05:22.612000+00:00,2022-09-02T03:05:22.620000+00:00,8.0
1490415994,1490416000,5,2022-09-02T03:05:51.630000+00:00,2022-09-02T03:05:51.631000+00:00,1.0
1490416999,1490417003,3,2022-09-02T03:06:00.411000+00:00,2022-09-02T03:06:00.450000+00:00,39.0
1490418002,1490418007,4,2022-09-02T03:06:11.607000+00:00,2022-09-02T03:06:11.628000+00:00,21.0
1490419006,1490419009,2,2022-09-02T03:06:20.209000+00:00,2022-09-02T03:06:20.307000+00:00,98.0
1490424008,1490424010,1,2022-09-02T03:07:07.633000+00:00,2022-09-02T03:07:07.637000+00:00,4.0
1490427009,1490427012,2,2022-09-02T03:07:45.178000+00:00,2022-09-02T03:07:45.214000+00:00,36.0
1490428011,1490428014,2,2022-09-02T03:08:06.906000+00:00,2022-09-02T03:08:06.916000+00:00,10.0
1490432013,1490432017,3,2022-09-02T03:09:00.274000+00:00,2022-09-02T03:09:00.285000+00:00,11.0
1490434016,1490434018,1,2022-09-02T03:09:22.258000+00:00,2022-09-02T03:09:22.259000+00:00,1.0
1490435017,1490435022,4,2022-09-02T03:09:38.670000+00:00,2022-09-02T03:09:38.686000+00:00,16.0
1490440021,1490440023,1,2022-09-02T03:10:40.812000+00:00,2022-09-02T03:10:40.813000+00:00,1.0
1490441022,1490441034,11,2022-09-02T03:10:54.790000+00:00,2022-09-02T03:10:54.803000+00:00,13.0
1490444033,1490444037,3,2022-09-02T03:11:46.587000+00:00,2022-09-02T03:11:46.601000+00:00,14.0
1490445036,1490445050,13,2022-09-02T03:11:58.857000+00:00,2022-09-02T03:11:58.906000+00:00,49.0
1490446049,1490446051,1,2022-09-02T03:12:14.635000+00:00,2022-09-02T03:12:14.650000+00:00,15.0
