fold_name,feature_index,feature_name,gain,total_gain,weight,cover,total_cover,normalized_gain,importance_rank
fold_2021,33,range_position_60m,24.60727882385254,49.21455764770508,2.0,6309.30859375,12618.6171875,0.0006301865802619667,40
fold_2021,34,range_position_120m,84.32376861572266,2192.41796875,26.0,19630.9765625,510405.375,0.028073652355501293,6
fold_2021,35,support_distance_60m,32.69142532348633,196.1485595703125,6.0,6214.79296875,37288.7578125,0.0025116590677045324,23
fold_2021,36,resistance_distance_60m,27.140472412109375,135.70236206054688,5.0,1265.114501953125,6325.57275390625,0.0017376526696140093,27
fold_2021,37,vwap_distance_60m,34.04024124145508,272.3219299316406,8.0,10175.845703125,81406.765625,0.0034870500509712908,20
fold_2021,38,signed_body_ratio,0.0,0.0,0.0,0.0,0.0,0.0,51
fold_2021,39,absolute_body_ratio,30.573015213012695,30.573015213012695,1.0,22079.517578125,22079.517578125,0.00039148383783723756,43
fold_2021,40,upper_wick_ratio,28.076374053955078,140.38186645507812,5.0,11584.619140625,57923.09375,0.001797573169008115,25
fold_2021,41,lower_wick_ratio,0.0,0.0,0.0,0.0,0.0,0.0,52
fold_2021,42,close_location,44.51521301269531,89.03042602539062,2.0,19035.21484375,38070.4296875,0.001140024057877988,33
fold_2021,43,signed_body_mean_5m,0.0,0.0,0.0,0.0,0.0,0.0,53
fold_2021,44,upper_wick_mean_15m,42.57918167114258,596.1085205078125,14.0,15803.1181640625,221243.65625,0.007633098984510657,16
fold_2021,45,lower_wick_mean_15m,30.638486862182617,61.276973724365234,2.0,9741.705078125,19483.41015625,0.0007846443890969487,36
fold_2021,46,is_zero_volume_1m,0.0,0.0,0.0,0.0,0.0,0.0,54
fold_2021,47,log_quote_volume_zscore_60m,0.0,0.0,0.0,0.0,0.0,0.0,55
fold_2021,48,volume_ratio_5_60,38.2716064453125,38.2716064453125,1.0,5531.927734375,5531.927734375,0.0004900633865196995,41
fold_2021,49,volume_ratio_15_60,49.735782623291016,746.0367431640625,15.0,9661.83984375,144927.59375,0.009552912113724117,14
fold_2021,50,taker_buy_quote_ratio_1m,0.0,0.0,0.0,0.0,0.0,0.0,56
fold_2021,51,taker_buy_quote_ratio_5m,0.0,0.0,0.0,0.0,0.0,0.0,57
fold_2021,52,taker_buy_quote_ratio_15m,0.0,0.0,0.0,0.0,0.0,0.0,58
fold_2021,53,taker_buy_quote_ratio_60m,20.09508514404297,60.285255432128906,3.0,6724.81640625,20174.44921875,0.0007719455538530888,37
fold_2021,54,buy_pressure_change_5_60,0.0,0.0,0.0,0.0,0.0,0.0,59
fold_2021,55,buy_pressure_persistence_15m,21.002853393554688,21.002853393554688,1.0,11528.8798828125,11528.8798828125,0.0002689390495099749,44
fold_2021,56,buy_pressure_std_15m,39.81861114501953,517.6419677734375,13.0,9072.6435546875,117944.3671875,0.0066283440726288695,17
fold_2021,57,log_trade_count_zscore_60m,0.0,0.0,0.0,0.0,0.0,0.0,60
fold_2021,58,log_avg_trade_quote_size_zscore_60m,0.0,0.0,0.0,0.0,0.0,0.0,61
fold_2021,59,time_sin,72.64864349365234,4867.458984375,67.0,16176.5595703125,1083829.5,0.062327235650195933,4
fold_2021,60,time_cos,42.57445526123047,1788.1270751953125,42.0,8091.0185546875,339822.78125,0.022896755359614877,7
fold_2021,61,weekday_sin,30.39885711669922,182.3931427001953,6.0,11039.8134765625,66238.8828125,0.002335522584278045,24
fold_2021,62,weekday_cos,0.0,0.0,0.0,0.0,0.0,0.0,62
fold_2021,63,is_weekend,0.0,0.0,0.0,0.0,0.0,0.0,63
fold_2022,1,log_return_1m,16.565982818603516,16.565982818603516,1.0,3184.755859375,3184.755859375,0.00015568724947504495,56
fold_2022,2,log_return_3m,20.96482276916504,62.894466400146484,3.0,22324.044921875,66972.1328125,0.000591082737937119,46
fold_2022,3,log_return_5m,28.559125900268555,228.47300720214844,8.0,28110.05859375,224880.46875,0.0021471912931510058,37
fold_2022,4,log_return_10m,44.17314910888672,839.2898559570312,19.0,16023.1181640625,304439.25,0.007887653308412151,19
fold_2022,5,log_return_15m,30.76032829284668,184.5619659423828,6.0,9606.5732421875,57639.44140625,0.0017345149484888048,41
fold_2022,6,log_return_30m,28.09020233154297,252.81182861328125,9.0,9039.1513671875,81352.359375,0.0023759277467895004,33
fold_2022,7,log_return_60m,72.48172760009766,362.40863037109375,5.0,12667.2421875,63336.2109375,0.003405919435406618,28
fold_2022,8,log_return_120m,83.75686645507812,11474.6904296875,137.0,30010.4296875,4111428.75,0.10783923967188229,2
fold_2022,9,momentum_acceleration_5_30,41.5527458190918,249.31646728515625,6.0,19564.587890625,117387.5234375,0.0023430783108667427,35
fold_2022,10,momentum_acceleration_15_60,53.670223236083984,1663.7769775390625,31.0,17536.5,543631.5,0.015636190391437096,14
fold_2022,11,efficiency_ratio_15m,7.373203277587891,7.373203277587891,1.0,729.3555908203125,729.3555908203125,6.929342802522671e-05,58
fold_2022,12,efficiency_ratio_60m,34.706600189208984,1665.9168701171875,48.0,16457.705078125,789969.875,0.01565630112035118,13
fold_2022,13,up_candle_ratio_15m,16.45611000061035,49.36832809448242,3.0,3334.302001953125,10002.90625,0.00046396397342512,48
fold_2022,14,realized_volatility_5m,13.435736656188965,40.30720901489258,3.0,2502.859619140625,7508.5791015625,0.000378807498127863,49
fold_2022,15,realized_volatility_15m,26.96181297302246,188.73269653320312,7.0,5746.2294921875,40223.60546875,0.0017737115105700505,40
fold_2022,16,realized_volatility_30m,37.1803092956543,817.966796875,22.0,14041.181640625,308906.0,0.007687259015165191,20
fold_2022,17,realized_volatility_60m,36.371971130371094,1709.482666015625,47.0,15195.259765625,714177.1875,0.01606573284612854,12
fold_2022,18,realized_volatility_120m,49.6585578918457,2880.1962890625,58.0,18525.890625,1074501.625,0.027068109577465582,7
fold_2022,19,volatility_ratio_5_60,8.334625244140625,8.334625244140625,1.0,922.9168701171875,922.9168701171875,7.83288799628801e-05,57
fold_2022,20,volatility_ratio_15_120,20.853200912475586,250.23841857910156,12.0,3794.6171875,45535.40625,0.0023517428170826437,34
fold_2022,21,normalized_atr_14,24.885786056518555,298.6294250488281,12.0,12885.2275390625,154622.734375,0.0028065219134451214,31
fold_2022,22,normalized_atr_60,32.12766647338867,995.9576416015625,31.0,13159.0419921875,407930.3125,0.009360018509766328,17
fold_2022,23,semivariance_imbalance_60m,22.57295036315918,180.58360290527344,8.0,10171.8759765625,81375.0078125,0.0016971262583372502,42
fold_2022,24,ema_distance_5,31.598291397094727,315.98291015625,10.0,9814.3291015625,98143.2890625,0.0029696101162257405,30
fold_2022,25,ema_distance_20,62.330631256103516,1620.596435546875,26.0,20698.060546875,538149.5625,0.015230379285194981,15
fold_2022,26,ema_distance_60,112.7588882446289,2029.6600341796875,18.0,17089.1484375,307604.65625,0.01907476251490516,10
fold_2022,27,ema_distance_120,335.1895446777344,40893.125,122.0,49343.87109375,6019952.5,0.38431394161169885,1
fold_2022,28,ema_spread_5_20,60.343528747558594,1508.5882568359375,25.0,21835.568359375,545889.1875,0.014177725455164922,16
fold_2022,29,ema_spread_20_60,253.4296875,7349.4609375,29.0,39307.0234375,1139903.625,0.06907029730821101,3
fold_2022,30,normalized_slope_15m,33.44456100463867,334.44561767578125,10.0,28814.40234375,288144.03125,0.0031431228008067065,29
fold_2022,31,normalized_slope_60m,63.73401641845703,2613.0947265625,41.0,51704.5,2119884.5,0.02455788678830436,8
fold_2022,32,range_position_30m,27.314380645751953,409.7156982421875,15.0,6466.51708984375,96997.7578125,0.003850511667465973,26
fold_2022,33,range_position_60m,21.116880416870117,126.70127868652344,6.0,7440.54736328125,44643.28515625,0.0011907397103855513,44
fold_2022,34,range_position_120m,68.40768432617188,2325.861328125,34.0,35240.06640625,1198162.25,0.0218584648312874,9
fold_2022,35,support_distance_60m,35.13169479370117,526.9754028320312,15.0,19784.232421875,296763.5,0.004952519383020758,23
fold_2022,36,resistance_distance_60m,28.330339431762695,509.94610595703125,18.0,11709.8916015625,210778.046875,0.004792477904045819,24
fold_2022,37,vwap_distance_60m,32.1079216003418,449.5108947753906,14.0,15560.4970703125,217846.953125,0.004224507267872826,25
fold_2022,38,signed_body_ratio,27.424991607666016,27.424991607666016,1.0,9995.3466796875,9995.3466796875,0.00025774030777569307,51
fold_2022,39,absolute_body_ratio,17.59427833557129,17.59427833557129,1.0,2269.501220703125,2269.501220703125,0.00016535117961654245,55
fold_2022,40,upper_wick_ratio,25.658817291259766,205.27053833007812,8.0,27346.91796875,218775.34375,0.0019291342904800657,39
fold_2022,41,lower_wick_ratio,0.0,0.0,0.0,0.0,0.0,0.0,59
fold_2022,42,close_location,26.883195877075195,295.71514892578125,11.0,24674.857421875,271423.4375,0.0027791335212938,32
fold_2022,43,signed_body_mean_5m,25.178083419799805,25.178083419799805,1.0,9968.2998046875,9968.2998046875,0.0002366238452378346,52
