fold_name,feature_index,feature_name,gain,total_gain,weight,cover,total_cover,normalized_gain,importance_rank
fold_2023,37,vwap_distance_60m,33.257972717285156,964.481201171875,29.0,19235.4296875,557827.4375,0.007192537755108161,23
fold_2023,38,signed_body_ratio,16.206327438354492,81.0316390991211,5.0,12314.8408203125,61574.203125,0.0006042866598857279,47
fold_2023,39,absolute_body_ratio,11.846542358398438,35.53962707519531,3.0,810.802978515625,2432.408935546875,0.00026503379146241527,55
fold_2023,40,upper_wick_ratio,17.917531967163086,107.50518798828125,6.0,30931.65625,185589.9375,0.0008017109328167395,44
fold_2023,41,lower_wick_ratio,16.600019454956055,49.80005645751953,3.0,1679.9964599609375,5039.9892578125,0.0003713797488660396,52
fold_2023,42,close_location,33.35361099243164,667.0722045898438,20.0,57978.55078125,1159571.0,0.0049746350795288035,26
fold_2023,43,signed_body_mean_5m,15.367919921875,76.839599609375,5.0,1464.725830078125,7323.62939453125,0.0005730248765930435,48
fold_2023,44,upper_wick_mean_15m,28.018720626831055,1232.82373046875,44.0,32519.775390625,1430870.125,0.009193679686048757,19
fold_2023,45,lower_wick_mean_15m,22.392040252685547,291.0965270996094,13.0,33177.05859375,431301.75,0.0021708279632623915,36
fold_2023,46,is_zero_volume_1m,0.0,0.0,0.0,0.0,0.0,0.0,62
fold_2023,47,log_quote_volume_zscore_60m,14.558578491210938,29.117156982421875,2.0,9302.6416015625,18605.283203125,0.00021713875880942113,58
fold_2023,48,volume_ratio_5_60,26.836101531982422,134.18051147460938,5.0,8324.970703125,41624.85546875,0.001000639922901791,42
fold_2023,49,volume_ratio_15_60,28.89261817932129,1473.5235595703125,51.0,16128.037109375,822529.875,0.010988678496142263,15
fold_2023,50,taker_buy_quote_ratio_1m,7.996307373046875,15.99261474609375,2.0,499.15386962890625,998.3077392578125,0.00011926358463432652,60
fold_2023,51,taker_buy_quote_ratio_5m,17.218406677246094,51.65522003173828,3.0,10634.3828125,31903.1484375,0.0003852144757982569,51
fold_2023,52,taker_buy_quote_ratio_15m,19.97456932067871,319.5931091308594,16.0,15973.6298828125,255578.078125,0.002383338836364186,34
fold_2023,53,taker_buy_quote_ratio_60m,28.8455867767334,1269.205810546875,44.0,19381.517578125,852786.75,0.009464996000201209,18
fold_2023,54,buy_pressure_change_5_60,15.02564525604248,90.15386962890625,6.0,3558.4306640625,21350.583984375,0.0006723149298162972,46
fold_2023,55,buy_pressure_persistence_15m,19.29622459411621,96.48112487792969,5.0,16054.84375,80274.21875,0.000719499905748967,45
fold_2023,56,buy_pressure_std_15m,42.45623016357422,5986.32861328125,141.0,26692.697265625,3763670.25,0.044642544108888994,5
fold_2023,57,log_trade_count_zscore_60m,11.45931625366211,34.37794876098633,3.0,837.7828979492188,2513.3486328125,0.00025637067275767906,56
fold_2023,58,log_avg_trade_quote_size_zscore_60m,10.060775756835938,30.182327270507812,3.0,6945.05712890625,20835.171875,0.00022508217699462665,57
fold_2023,59,time_sin,42.56021499633789,6894.7548828125,162.0,27576.796875,4467441.0,0.05141705690747615,4
fold_2023,60,time_cos,41.1772346496582,5394.2177734375,131.0,17463.76171875,2287752.75,0.04022692712681571,6
fold_2023,61,weekday_sin,34.14445495605469,2560.834228515625,75.0,25493.09375,1911982.0,0.019097206716722288,9
fold_2023,62,weekday_cos,23.165681838989258,138.9940948486328,6.0,12597.12890625,75582.7734375,0.0010365368176395607,41
fold_2023,63,is_weekend,0.0,0.0,0.0,0.0,0.0,0.0,63
fold_2024,1,log_return_1m,0.0,0.0,0.0,0.0,0.0,0.0,42
fold_2024,2,log_return_3m,0.0,0.0,0.0,0.0,0.0,0.0,43
fold_2024,3,log_return_5m,33.94944381713867,101.84833526611328,3.0,9410.2900390625,28230.87109375,0.0011154688165401856,33
fold_2024,4,log_return_10m,68.57504272460938,685.7504272460938,10.0,21396.09765625,213960.96875,0.0075105127199524635,14
fold_2024,5,log_return_15m,106.49022674560547,319.4706726074219,3.0,30777.033203125,92331.1015625,0.003498923886792925,22
fold_2024,6,log_return_30m,34.68706512451172,34.68706512451172,1.0,2666.516845703125,2666.516845703125,0.0003799015406839453,39
fold_2024,7,log_return_60m,178.86553955078125,357.7310791015625,2.0,33459.70703125,66919.4140625,0.003917961569056989,20
fold_2024,8,log_return_120m,146.90328979492188,8079.6806640625,55.0,34495.01171875,1897225.625,0.08849071322389182,3
fold_2024,9,momentum_acceleration_5_30,41.480628967285156,41.480628967285156,1.0,18968.068359375,18968.068359375,0.0004543063760697036,37
fold_2024,10,momentum_acceleration_15_60,91.25359344482422,1368.803955078125,15.0,30693.986328125,460409.78125,0.014991488313059683,8
fold_2024,11,efficiency_ratio_15m,0.0,0.0,0.0,0.0,0.0,0.0,44
fold_2024,12,efficiency_ratio_60m,36.66957092285156,293.3565673828125,8.0,17282.802734375,138262.421875,0.0032129155787161134,24
fold_2024,13,up_candle_ratio_15m,0.0,0.0,0.0,0.0,0.0,0.0,45
fold_2024,14,realized_volatility_5m,0.0,0.0,0.0,0.0,0.0,0.0,46
fold_2024,15,realized_volatility_15m,25.67375946044922,25.67375946044922,1.0,15626.3046875,15626.3046875,0.0002811855295097115,40
fold_2024,16,realized_volatility_30m,55.20607376098633,165.61822509765625,3.0,26475.623046875,79426.8671875,0.00181389283452172,26
fold_2024,17,realized_volatility_60m,50.174766540527344,501.7476501464844,10.0,20496.580078125,204965.796875,0.00549526760597858,18
fold_2024,18,realized_volatility_120m,53.46705627441406,802.005859375,15.0,24068.744140625,361031.15625,0.008783771717798308,11
fold_2024,19,volatility_ratio_5_60,0.0,0.0,0.0,0.0,0.0,0.0,47
fold_2024,20,volatility_ratio_15_120,37.81174850463867,37.81174850463867,1.0,6961.6142578125,6961.6142578125,0.0004141238660954111,38
fold_2024,21,normalized_atr_14,38.23564529418945,114.70693969726562,3.0,9324.0029296875,27972.0078125,0.0012562995157332454,31
fold_2024,22,normalized_atr_60,43.39828872680664,650.9743041992188,15.0,14647.212890625,219708.1875,0.007129635794300247,15
fold_2024,23,semivariance_imbalance_60m,30.081289291381836,120.32515716552734,4.0,8113.2548828125,32453.01953125,0.001317831659327078,29
fold_2024,24,ema_distance_5,37.26210021972656,149.04840087890625,4.0,12269.4267578125,49077.70703125,0.001632415914321949,28
fold_2024,25,ema_distance_20,67.80133819580078,1084.8214111328125,16.0,27781.16015625,444498.5625,0.011881239418121239,10
fold_2024,26,ema_distance_60,219.2228240966797,2192.228271484375,10.0,29932.27734375,299322.78125,0.02400984040818414,6
fold_2024,27,ema_distance_120,698.9390258789062,51721.48828125,74.0,83749.609375,6197471.0,0.5664668663659417,1
fold_2024,28,ema_spread_5_20,106.1670913696289,637.0025634765625,6.0,25886.798828125,155320.796875,0.006976613743933036,16
fold_2024,29,ema_spread_20_60,880.0732421875,9680.8056640625,11.0,70519.21875,775711.375,0.1060266405831006,2
fold_2024,30,normalized_slope_15m,49.44884490966797,98.89768981933594,2.0,20282.275390625,40564.55078125,0.0010831525987449056,35
fold_2024,31,normalized_slope_60m,69.85307312011719,349.2653503417969,5.0,26530.115234375,132650.578125,0.003825242759111473,21
fold_2024,32,range_position_30m,47.1231575012207,47.1231575012207,1.0,17903.54296875,17903.54296875,0.0005161047806248486,36
fold_2024,33,range_position_60m,34.321563720703125,102.96469116210938,3.0,11790.5576171875,35371.671875,0.0011276954296398575,32
fold_2024,34,range_position_120m,112.11003112792969,1121.100341796875,10.0,50383.72265625,503837.21875,0.012278575474203537,9
fold_2024,35,support_distance_60m,46.74168395996094,420.6751403808594,9.0,25125.4921875,226129.4375,0.004607340903142296,19
fold_2024,36,resistance_distance_60m,49.8143310546875,298.885986328125,6.0,17470.119140625,104820.71875,0.0032734751783498914,23
fold_2024,37,vwap_distance_60m,48.55876922607422,631.2639770507812,13.0,27031.240234375,351406.125,0.006913763288967283,17
fold_2024,38,signed_body_ratio,0.0,0.0,0.0,0.0,0.0,0.0,48
fold_2024,39,absolute_body_ratio,0.0,0.0,0.0,0.0,0.0,0.0,49
fold_2024,40,upper_wick_ratio,0.0,0.0,0.0,0.0,0.0,0.0,50
fold_2024,41,lower_wick_ratio,0.0,0.0,0.0,0.0,0.0,0.0,51
fold_2024,42,close_location,50.056697845458984,100.11339569091797,2.0,43934.26171875,87868.5234375,0.0010964673179918265,34
fold_2024,43,signed_body_mean_5m,0.0,0.0,0.0,0.0,0.0,0.0,52
fold_2024,44,upper_wick_mean_15m,0.0,0.0,0.0,0.0,0.0,0.0,53
fold_2024,45,lower_wick_mean_15m,37.557151794433594,187.7857666015625,5.0,20059.00390625,100295.015625,0.002056677375107087,25
fold_2024,46,is_zero_volume_1m,0.0,0.0,0.0,0.0,0.0,0.0,54
fold_2024,47,log_quote_volume_zscore_60m,0.0,0.0,0.0,0.0,0.0,0.0,55
fold_2024,48,volume_ratio_5_60,21.54405975341797,21.54405975341797,1.0,7986.1484375,7986.1484375,0.0002359560102168107,41
fold_2024,49,volume_ratio_15_60,40.70610427856445,162.8244171142578,4.0,16471.619140625,65886.4765625,0.0017832943404300955,27
fold_2024,50,taker_buy_quote_ratio_1m,0.0,0.0,0.0,0.0,0.0,0.0,56
fold_2024,51,taker_buy_quote_ratio_5m,0.0,0.0,0.0,0.0,0.0,0.0,57
fold_2024,52,taker_buy_quote_ratio_15m,0.0,0.0,0.0,0.0,0.0,0.0,58
fold_2024,53,taker_buy_quote_ratio_60m,55.74301528930664,724.6591796875,13.0,23176.576171875,301295.5,0.007936651251578625,13
fold_2024,54,buy_pressure_change_5_60,0.0,0.0,0.0,0.0,0.0,0.0,59
fold_2024,55,buy_pressure_persistence_15m,0.0,0.0,0.0,0.0,0.0,0.0,60
fold_2024,56,buy_pressure_std_15m,52.056522369384766,1769.9217529296875,34.0,20731.318359375,704864.8125,0.019384632237244737,7
fold_2024,57,log_trade_count_zscore_60m,0.0,0.0,0.0,0.0,0.0,0.0,61
fold_2024,58,log_avg_trade_quote_size_zscore_60m,0.0,0.0,0.0,0.0,0.0,0.0,62
fold_2024,59,time_sin,67.09952545166016,2818.179931640625,42.0,26785.98828125,1125011.5,0.030865421854277448,4
fold_2024,60,time_cos,55.104923248291016,2369.51171875,43.0,15877.8037109375,682745.5625,0.025951493716476825,5
fold_2024,61,weekday_sin,56.684932708740234,793.5890502929688,14.0,26922.904296875,376920.65625,0.00869158868857896,12
fold_2024,62,weekday_cos,60.01731872558594,120.03463745117188,2.0,25637.109375,51274.21875,0.0013146498136826995,30
fold_2024,63,is_weekend,0.0,0.0,0.0,0.0,0.0,0.0,63
