model_name,subset_name,binning_strategy,bin_index,bin_lower,bin_upper,sample_count,mean_predicted_probability,actual_up_ratio,probability_actual_gap,ece,mce,ece_definition
xgboost_fixed_v1,DENSE,equal_width,3,0.30000000000000004,0.4,7777,0.38557398805922405,0.4341005529124341,-0.04852656485321005,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,DENSE,equal_width,4,0.4,0.5,222832,0.4642227779610594,0.46885097293027933,-0.0046281949692199564,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,DENSE,equal_width,5,0.5,0.6000000000000001,268974,0.5424261880356005,0.5345349364622602,0.007891251573340252,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,DENSE,equal_width,6,0.6000000000000001,0.7000000000000001,25112,0.619568953471565,0.5997929276839757,0.019776025787589302,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,DENSE,equal_width,7,0.7000000000000001,0.8,53,0.7356479865200115,0.4339622641509434,0.3016857223690681,0.007706265559460465,0.3016857223690681,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,equal_width,3,0.30000000000000004,0.4,726,0.3853391250877669,0.4022038567493113,-0.016864731661544397,0.004404076371318761,0.21988267699877417,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,equal_width,4,0.4,0.5,18599,0.4637957323404453,0.45663745362653907,0.00715827871390623,0.004404076371318761,0.21988267699877417,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,equal_width,5,0.5,0.6000000000000001,22180,0.5431686784927645,0.5445897204688909,-0.0014210419761263582,0.004404076371318761,0.21988267699877417,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,equal_width,6,0.6000000000000001,0.7000000000000001,2217,0.6200438324373801,0.6265223274695535,-0.006478495032173348,0.004404076371318761,0.21988267699877417,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
xgboost_fixed_v1,NONOVERLAP_OFFSET_00,equal_width,7,0.7000000000000001,0.8,6,0.7198826769987742,0.5,0.21988267699877417,0.004404076371318761,0.21988267699877417,sum over bins of (bin_sample_count / total_sample_count) * abs(mean_predicted_probability - actual_up_ratio)
