group_type,group,minute_count,base_volume_relative_error_mean,base_volume_relative_error_median,quote_volume_relative_error_mean,active_buy_base_relative_error_mean,max_abs_price_error_bps_mean,reliable_minutes
internal_gap_event_count,multiple_internal_gaps,1350,0.008357237419694042,0.0038068855548712205,0.008357361508049653,0.007917821879470783,0.02594425881472499,1029
internal_gap_event_count,no_internal_gap,1031,0.0008372475275580825,0.0,0.0008372153410389155,0.0008723600881589613,0.003890507296174036,1030
internal_gap_event_count,one_internal_gap,1626,0.004552953338602196,0.0007509818949049114,0.004552977057570074,0.004355958193491774,0.012073645254244073,1447
maximum_internal_id_gap,0,1031,0.0008372475275580825,0.0,0.0008372153410389155,0.0008723600881589613,0.003890507296174036,1030
maximum_internal_id_gap,1-5,1845,0.0020404570780673532,0.0006051048796618839,0.002040462122422298,0.0018933324885132205,0.003180919586900199,1788
maximum_internal_id_gap,6-20,922,0.00861816183360356,0.005616958669219848,0.008618193976297822,0.008082914935852796,0.016066532191866947,658
maximum_internal_id_gap,21-100,197,0.02921705173564353,0.021537584366022898,0.029216961656817485,0.028151129735170696,0.1358488251668719,30
maximum_internal_id_gap,>100,12,0.10158541113463342,0.08715330562450471,0.10160081858893304,0.10670241582594862,0.6010115588894699,0
